Date,Time,levelname,Component,message,processname
2020-07-01,"15:03:52,549",WARNING,ForkPoolWorker-6,100,celery7-6.log
2020-07-01,"15:03:52,547",WARNING,ForkPoolWorker-6,graphbuild_finish,celery7-6.log
2020-07-01,"15:03:50,749",WARNING,ForkPoolWorker-6,"(42721, 1000)",celery7-6.log
2020-07-01,"15:03:50,749",WARNING,ForkPoolWorker-6,X.shape :,celery7-6.log
2020-07-01,"15:03:45,460",WARNING,ForkPoolWorker-6,make graph,celery7-6.log
2020-07-01,"14:45:37,153",INFO,ForkPoolWorker-6,Task task_analysis.sna[f52c1f62-d6e5-4d59-89aa-5a70ef8b5b7a] succeeded in 7.635680504143238s: None,celery7-6.log
2020-07-01,"15:03:52,557",WARNING,ForkPoolWorker-6,<Response [200]>,celery7-6.log
2020-07-01,"14:23:12,134",INFO,ForkPoolWorker-6,Task task_analysis.sna[b40346a5-4649-449b-b29a-ff25823bd106] succeeded in 1.8075727727264166s: None,celery5-6.log
2020-07-01,"14:23:12,131",WARNING,ForkPoolWorker-6,<Response [200]>,celery5-6.log
2020-07-01,"14:23:12,113",WARNING,ForkPoolWorker-6,graphbuild_finish,celery5-6.log
2020-07-01,"15:06:14,522",INFO,MainProcess,sync with celery10@None,celery4.log
2020-07-01,"13:02:18,826",INFO,ForkPoolWorker-6,"topic diff=0.401539, rho=0.377964",celery8-6.log
2020-07-01,"13:00:49,289",WARNING,ForkPoolWorker-6,make graph,celery5-6.log
2020-07-01,"13:00:52,930",WARNING,ForkPoolWorker-6,X.shape :,celery5-6.log
2020-07-01,"13:00:52,930",WARNING,ForkPoolWorker-6,"(41455, 724)",celery5-6.log
2020-07-01,"13:00:53,931",WARNING,ForkPoolWorker-6,graphbuild_finish,celery5-6.log
2020-07-01,"13:00:53,948",WARNING,ForkPoolWorker-6,<Response [200]>,celery5-6.log
2020-07-01,"13:00:54,009",INFO,ForkPoolWorker-6,Task task_analysis.sna[aeb25358-7b5a-43b1-a970-2495f8946dd2] succeeded in 4.7201460637152195s: None,celery5-6.log
2020-07-01,"13:24:19,404",WARNING,ForkPoolWorker-6,make graph,celery5-6.log
2020-07-01,"13:24:22,541",WARNING,ForkPoolWorker-6,X.shape :,celery5-6.log
2020-07-01,"13:24:22,542",WARNING,ForkPoolWorker-6,"(41455, 724)",celery5-6.log
2020-07-01,"13:24:23,439",WARNING,ForkPoolWorker-6,graphbuild_finish,celery5-6.log
2020-07-01,"13:24:23,449",WARNING,ForkPoolWorker-6,<Response [200]>,celery5-6.log
2020-07-01,"13:24:23,451",INFO,ForkPoolWorker-6,Task task_analysis.sna[0a07a0e4-d98e-4ac4-b85a-b201aaef7500] succeeded in 4.047765014693141s: None,celery5-6.log
2020-07-01,"14:23:10,327",WARNING,ForkPoolWorker-6,make graph,celery5-6.log
2020-07-01,"14:23:11,716",WARNING,ForkPoolWorker-6,X.shape :,celery5-6.log
2020-07-01,"14:23:11,716",WARNING,ForkPoolWorker-6,"(21630, 650)",celery5-6.log
2020-07-01,"12:45:42,573",INFO,MainProcess,sync with celery5@None,celery4.log
2020-07-01,"14:45:37,149",WARNING,ForkPoolWorker-6,<Response [200]>,celery7-6.log
2020-07-01,"12:45:38,321",INFO,MainProcess,celery4@None ready.,celery4.log
2020-07-01,"12:45:38,299",INFO,MainProcess,mingle: sync with 3 nodes,celery4.log
2020-07-01,"14:53:46,410",INFO,MainProcess,sync with celery8@None,celery7.log
2020-07-01,"14:53:51,459",INFO,MainProcess,sync with celery9@None,celery7.log
2020-07-01,"14:53:56,342",INFO,MainProcess,sync with celery10@None,celery7.log
2020-07-01,"15:03:42,978",INFO,MainProcess,Received task: task_analysis.sna[9d6a5b29-bbb6-484a-b247-5be4d3ece97f],celery7.log
2020-07-01,"15:03:43,267",INFO,MainProcess,missed heartbeat from celery1@None,celery7.log
2020-07-01,"15:05:12,673",WARNING,MainProcess,Traceback (most recent call last):,celery7.log
2020-07-01,"15:05:12,673",WARNING,MainProcess,"File ""/opt/wigo/anaconda3/lib/python3.7/multiprocessing/util.py"", line 265, in _run_finalizers",celery7.log
2020-07-01,"14:53:42,059",INFO,MainProcess,celery7@None ready.,celery7.log
2020-07-01,"15:05:12,673",WARNING,MainProcess,"File ""/opt/wigo/anaconda3/lib/python3.7/multiprocessing/util.py"", line 189, in __call__",celery7.log
2020-07-01,"15:05:12,673",WARNING,MainProcess,AttributeError: 'NoneType' object has no attribute 'close',celery7.log
2020-07-01,"15:05:59,316",INFO,MainProcess,Connected to amqp://guest:**@127.0.0.1:5672//,celery7.log
2020-07-01,"15:05:59,379",INFO,MainProcess,mingle: searching for neighbors,celery7.log
2020-07-01,"15:06:00,474",INFO,MainProcess,mingle: sync with 7 nodes,celery7.log
2020-07-01,"15:06:00,475",INFO,MainProcess,mingle: sync complete,celery7.log
2020-07-01,"15:06:00,503",INFO,MainProcess,celery7@None ready.,celery7.log
2020-07-01,"15:06:05,271",INFO,MainProcess,sync with celery8@None,celery7.log
2020-07-01,"15:05:12,673",WARNING,MainProcess,"File ""/opt/wigo/anaconda3/lib/python3.7/site-packages/billiard/pool.py"", line 1697, in _terminate_pool",celery7.log
2020-07-01,"15:06:09,808",INFO,MainProcess,sync with celery9@None,celery7.log
2020-07-01,"14:53:42,034",INFO,MainProcess,mingle: sync complete,celery7.log
2020-07-01,"14:53:40,936",INFO,MainProcess,mingle: searching for neighbors,celery7.log
2020-07-01,"12:45:53,828",INFO,MainProcess,celery7@None ready.,celery7.log
2020-07-01,"12:45:53,800",INFO,MainProcess,mingle: sync complete,celery7.log
2020-07-01,"12:45:53,799",INFO,MainProcess,mingle: sync with 6 nodes,celery7.log
2020-07-01,"12:45:52,702",INFO,MainProcess,mingle: searching for neighbors,celery7.log
2020-07-01,"12:45:57,940",INFO,MainProcess,sync with celery8@None,celery7.log
2020-07-01,"12:46:03,038",INFO,MainProcess,sync with celery9@None,celery7.log
2020-07-01,"12:46:07,694",INFO,MainProcess,sync with celery10@None,celery7.log
2020-07-01,"14:53:42,034",INFO,MainProcess,mingle: sync with 7 nodes,celery7.log
2020-07-01,"13:01:51,038",INFO,MainProcess,Received task: task_analysis.sna[39704b75-a8d3-4586-9a4f-8a6fcdc177aa],celery7.log
2020-07-01,"14:45:26,544",INFO,MainProcess,Received task: task_analysis.sna[f52c1f62-d6e5-4d59-89aa-5a70ef8b5b7a],celery7.log
2020-07-01,"14:47:51,110",WARNING,MainProcess,Traceback (most recent call last):,celery7.log
2020-07-01,"14:47:51,110",WARNING,MainProcess,"File ""/opt/wigo/anaconda3/lib/python3.7/multiprocessing/util.py"", line 265, in _run_finalizers",celery7.log
2020-07-01,"14:47:51,110",WARNING,MainProcess,"File ""/opt/wigo/anaconda3/lib/python3.7/multiprocessing/util.py"", line 189, in __call__",celery7.log
2020-07-01,"14:47:51,110",WARNING,MainProcess,"File ""/opt/wigo/anaconda3/lib/python3.7/site-packages/billiard/pool.py"", line 1697, in _terminate_pool",celery7.log
2020-07-01,"14:47:51,111",WARNING,MainProcess,AttributeError: 'NoneType' object has no attribute 'close',celery7.log
2020-07-01,"14:53:40,859",INFO,MainProcess,Connected to amqp://guest:**@127.0.0.1:5672//,celery7.log
2020-07-01,"13:43:46,862",INFO,MainProcess,Received task: task_analysis.sna[601b4a89-753a-4bf1-88dd-16109dff0db5],celery7.log
2020-07-01,"15:06:14,522",INFO,MainProcess,sync with celery10@None,celery7.log
2020-07-01,"15:00:25,783",INFO,ForkPoolWorker-6,Task task_analysis.sna[b14b1e50-a200-4ca7-b424-3797426f7036] succeeded in 6.984468935057521s: None,celery4-6.log
2020-07-01,"15:00:25,708",WARNING,ForkPoolWorker-6,<Response [200]>,celery4-6.log
2020-07-01,"12:58:24,663",WARNING,ForkPoolWorker-6,"(41455, 724)",celery4-6.log
2020-07-01,"12:58:24,662",WARNING,ForkPoolWorker-6,X.shape :,celery4-6.log
2020-07-01,"12:58:21,703",WARNING,ForkPoolWorker-6,make graph,celery4-6.log
2020-07-01,"12:45:52,620",INFO,MainProcess,Connected to amqp://guest:**@127.0.0.1:5672//,celery7.log
2020-07-01,"12:45:04,330",WARNING,MainProcess,AttributeError: 'NoneType' object has no attribute 'close',celery7.log
2020-07-01,"12:45:04,330",WARNING,MainProcess,"File ""/opt/wigo/anaconda3/lib/python3.7/site-packages/billiard/pool.py"", line 1697, in _terminate_pool",celery7.log
2020-07-01,"12:45:04,330",WARNING,MainProcess,"File ""/opt/wigo/anaconda3/lib/python3.7/multiprocessing/util.py"", line 189, in __call__",celery7.log
2020-07-01,"12:58:25,433",WARNING,ForkPoolWorker-6,graphbuild_finish,celery4-6.log
2020-07-01,"12:45:04,329",WARNING,MainProcess,"File ""/opt/wigo/anaconda3/lib/python3.7/multiprocessing/util.py"", line 265, in _run_finalizers",celery7.log
2020-07-01,"12:45:04,321",WARNING,MainProcess,Traceback (most recent call last):,celery4.log
2020-07-01,"12:45:04,322",WARNING,MainProcess,"File ""/opt/wigo/anaconda3/lib/python3.7/multiprocessing/util.py"", line 265, in _run_finalizers",celery4.log
2020-07-01,"12:45:04,323",WARNING,MainProcess,"File ""/opt/wigo/anaconda3/lib/python3.7/multiprocessing/util.py"", line 189, in __call__",celery4.log
2020-07-01,"12:45:04,323",WARNING,MainProcess,"File ""/opt/wigo/anaconda3/lib/python3.7/site-packages/billiard/pool.py"", line 1697, in _terminate_pool",celery4.log
2020-07-01,"12:45:04,323",WARNING,MainProcess,AttributeError: 'NoneType' object has no attribute 'close',celery4.log
2020-07-01,"12:45:37,145",INFO,MainProcess,Connected to amqp://guest:**@127.0.0.1:5672//,celery4.log
2020-07-01,"12:45:37,229",INFO,MainProcess,mingle: searching for neighbors,celery4.log
2020-07-01,"12:45:04,328",WARNING,MainProcess,Traceback (most recent call last):,celery7.log
2020-07-01,"12:58:25,443",WARNING,ForkPoolWorker-6,<Response [200]>,celery4-6.log
2020-07-01,"12:58:25,498",INFO,ForkPoolWorker-6,Task task_analysis.sna[0392a5cb-6bfa-4d7b-847a-5024aa28dd26] succeeded in 3.7948005367070436s: None,celery4-6.log
2020-07-01,"13:23:14,992",WARNING,ForkPoolWorker-6,make graph,celery4-6.log
